idx,sample_id,side,capture_fraction,cam_to_door_centre_m,gap_pixels,gap_luma_mean,gap_luma_p90,leaf_region_pixels,leaf_region_luma_mean,in_roi_list,vis6_gap_px,vis6_gap_n,vis6_gap_delta_p50,vis6_gap_beyond,vis6_gap_on,vis6_gap_near,vis6_quad_px,vis6_quad_n,vis6_quad_delta_p50,vis6_quad_beyond,vis6_quad_on,vis6_quad_near,vis6f_gap_px,vis6f_gap_n,vis6f_gap_delta_p50,vis6f_gap_beyond,vis6f_gap_on,vis6f_gap_near,vis6f_quad_px,vis6f_quad_n,vis6f_quad_delta_p50,vis6f_quad_beyond,vis6f_quad_on,vis6f_quad_near,lidar_los,vis6_leafpoly_vs_leafplane_px,vis6_leafpoly_vs_leafplane_n,vis6_leafpoly_vs_leafplane_delta_p50,vis6_leafpoly_vs_leafplane_beyond,vis6_leafpoly_vs_leafplane_on,vis6_leafpoly_vs_leafplane_near,vis6f_leafpoly_vs_leafplane_px,vis6f_leafpoly_vs_leafplane_n,vis6f_leafpoly_vs_leafplane_delta_p50,vis6f_leafpoly_vs_leafplane_beyond,vis6f_leafpoly_vs_leafplane_on,vis6f_leafpoly_vs_leafplane_near
77,img_05cc6ae9bfec314d854c8837::yaw_minus_35,carport,0.1878,6.57,1938,32.9,48.3,32282,50.6,True,1938,779,0.4993627233683755,440,0,0,44300,20131,0.49585725513275225,12692,1888,0,1938,657,0.24804356292340835,318,0,0,44300,15339,0.33631898691136275,7900,1888,0,clear,32282,14737,0.006411941572053159,4177,8479,1098,32282,10823,-0.005812411909766446,263,8479,1098
78,img_21571925b3bdee2457e819f8::yaw_plus_35,carport,0.1878,6.57,3310,30.4,58.3,39309,35.7,False,3310,848,0.2576627471318118,397,4,0,53449,19002,0.5579166927231274,12362,991,0,3310,701,0.24851899130270816,250,4,0,53449,14174,0.3536045552777365,7534,991,0,clear,39309,15258,0.010062245521213153,4412,8661,1069,39309,11215,-0.0071723010537603216,369,8661,1069
79,img_1fb3a72aca781ca07d397457::yaw_minus_35,carport,0.19,6.54,2075,31.5,50.2,33790,49.6,True,2075,804,0.4845437484877273,433,0,0,46389,20575,0.5166137928541721,13065,1888,0,2075,662,0.24216525610363382,291,0,0,46389,15490,0.3352458789673234,7980,1888,0,clear,33790,15075,0.008240219334853194,4412,8585,1084,33790,10934,-0.005550886046514769,271,8585,1084
80,img_9d11a004e9202f7dd1430bdc::yaw_plus_35,carport,0.19,6.54,2733,23.4,42.5,39242,35.4,False,2733,955,0.2564304404492539,454,39,0,53312,20782,0.5060688384686034,13227,1894,0,2733,808,0.24719890644393772,307,39,0,53312,15690,0.34453629697672294,8135,1894,0,clear,39242,15445,0.01134157255471635,4514,8735,1079,39242,11302,-0.0069265173485746345,371,8735,1079
81,img_0fd1829e4d452fc9e06670fe::yaw_minus_35,carport,0.1923,6.52,2772,32.2,52.4,38876,46.8,True,2772,984,0.40724218736538953,532,58,0,52958,21199,0.5263677246910738,13635,1901,0,2772,812,0.23987717910015194,360,58,0,52958,15782,0.33541497032956746,8218,1901,0,clear,38876,15658,0.00930937211024041,4703,8776,1134,38876,11214,-0.005547813169715532,259,8776,1134
82,img_a49f9bef3e593948cf72d9a1::yaw_plus_35,carport,0.1923,6.52,2596,22.4,41.2,37928,34.9,False,2596,934,0.2532416335969718,427,44,0,51806,20756,0.5079532295821263,13256,1816,0,2596,784,0.24471922838092208,277,44,0,51806,15623,0.3441767498742321,8123,1816,0,clear,37928,15345,0.009028011038220818,4469,8654,1089,37928,11209,-0.007533032686373176,333,8654,1089
83,img_2b4f13c695909781ea9270a7::yaw_plus_35,carport,0.1946,6.5,2194,18.9,32.2,33155,33.8,True,2194,854,0.2482163530011925,370,14,0,46189,20394,0.498629296891834,12894,1859,0,2194,713,0.2414577444078585,229,14,0,46189,15465,0.3390081204300479,7965,1859,0,clear,33155,14776,0.006683034779911168,4213,8426,1078,33155,10831,-0.007906965425603651,268,8426,1078
84,img_753e568dd0cb0b359ee23e57::yaw_plus_35,carport,0.1968,6.5,1883,19.8,33.0,29528,32.6,True,1883,782,0.24614703729247678,336,0,0,41665,19722,0.499227212488611,12429,1767,0,1883,660,0.23969241907883765,214,0,0,41665,15054,0.33801596741458795,7761,1767,0,clear,29528,14095,0.0029128535637932274,3900,8184,1041,29528,10413,-0.008316475980957527,218,8184,1041
85,img_dad684e3df7bafd45b805a5d::yaw_plus_35,carport,0.1991,6.49,2100,20.5,33.0,31109,32.7,True,2100,814,0.24382101984417037,338,0,0,43952,19880,0.496283734950941,12494,1838,0,2100,681,0.237150765599762,205,0,0,43952,15133,0.334606774730803,7747,1838,0,clear,31109,14205,0.002189348299858729,3920,8251,1067,31109,10480,-0.008647073752136691,195,8251,1067
86,img_954f086e75547572ac933571::yaw_plus_35,carport,0.2014,6.47,2333,20.6,31.9,33848,33.3,True,2333,853,0.25014256333414675,360,0,0,47650,20241,0.5034758017091612,12836,1795,0,2333,714,0.24275304674891895,221,0,0,47650,15358,0.3428088664474007,7953,1795,0,clear,33848,14531,0.005224111562472267,4072,8394,1031,33848,10685,-0.008243988905341837,226,8394,1031
87,img_e0bbacc0010098c4844951ac::yaw_plus_35,carport,0.2036,6.47,1770,19.5,29.9,27933,32.9,True,1770,722,0.26010169853686094,286,0,0,39944,18630,0.4550905252788837,11540,1768,0,1770,633,0.2546158210617344,197,0,0,39944,14587,0.3404556035022468,7497,1768,0,clear,27933,13162,0.005868509334814309,3549,7635,964,27933,9861,-0.007526721251804425,248,7635,964
88,img_b4812019b4dfa216489f95df::yaw_minus_35,carport,0.2059,6.5,1925,29.6,47.7,33155,50.6,True,1925,703,0.38137284585640074,369,0,0,45696,18686,0.4301007356221036,11477,1900,0,1925,580,0.2740898197647774,246,0,0,45696,14616,0.31573251280393855,7407,1900,0,clear,33155,13604,0.017423114227884895,4037,7464,1001,33155,10060,-0.004648274396878538,493,7464,1001
89,img_93526b49c3d4ea71e085b123::yaw_plus_35,carport,0.2059,6.49,1688,20.3,32.9,29119,34.1,True,1688,656,0.28706293287682927,281,0,0,40915,17884,0.4286072829388816,10961,1769,0,1688,559,0.27880047160851973,184,0,0,40915,14098,0.31009631156683515,7175,1769,0,clear,29119,12815,0.015302478987861967,3688,7064,942,29119,9688,-0.006415984691172216,561,7064,942
90,img_fe46c480df46c4db13c4fd6c::yaw_minus_35,carport,0.2081,6.4,721,33.1,50.0,16991,55.1,False,721,400,0.3123967033447763,250,0,0,25403,14848,0.4402597916739235,9215,1841,0,721,349,0.3060755818538974,199,0,0,25403,12413,0.31071042439534935,6780,1841,0,clear,16991,9977,0.0016114489153968847,2318,5938,822,16991,8183,-0.0050116722096467115,530,5938,822
91,img_39bde7ed1336ec78411af4c0::yaw_minus_35,carport,0.2104,6.39,392,32.1,52.5,11326,59.7,False,392,209,0.3608211118619691,207,0,0,18698,10783,0.3629482415237453,7990,1647,0,392,199,0.35983810643789216,197,0,0,18698,9712,0.3496642260683509,6919,1647,0,clear,11326,6559,0.0038791457081046588,1258,4209,485,11326,5804,-0.0020610576670700986,503,4209,485
92,img_98bb570ecf462a8b29f1009a::yaw_minus_35,carport,0.2127,6.39,261,40.6,65.9,8986,66.1,False,261,135,0.42349130020154124,135,0,0,15870,8602,0.41169961758264595,6259,1466,0,261,124,0.42098971647029115,124,0,0,15870,7912,0.40133490718160614,5583,1465,0,clear,8986,4896,0.021842471614437198,886,3299,244,8986,4617,0.012363978546609644,607,3299,244
93,img_5e80513ffc34b6196a43e365::yaw_minus_35,carport,0.2149,6.33,189,59.0,91.0,6833,73.8,False,189,88,0.5088346970679072,88,0,0,13273,6828,0.48525704757159716,4643,1383,71,189,72,0.5073706123499369,72,0,0,13273,6340,0.47567578824500156,4208,1352,71,clear,6833,3529,0.05233604043624762,777,2521,1,6833,3384,0.04993380297368777,643,2511,1
94,img_4beafc8e6c2ff2943ec8c75d::yaw_minus_35,carport,0.2172,6.35,61,53.5,85.1,3539,78.2,False,61,27,0.5368694511665248,22,0,5,10045,4506,0.4190835480233801,2619,947,188,61,25,0.5246264000703373,20,0,5,10045,3704,0.30861161704377427,1875,917,188,clear,3539,1584,0.06293615686417953,607,959,18,3539,1074,0.06009144344468531,115,941,18
95,img_1a62eea81648de2de47d1d27::yaw_minus_35,carport,0.2195,6.37,8,92.6,102.0,990,90.6,False,8,4,0.5260633560742107,4,0,0,7073,2994,0.2356030389768562,1356,678,111,8,4,0.5260633560742107,4,0,0,7073,2284,0.12258194419301516,763,638,105,no_lidar,990,418,0.0646929204585378,145,266,7,990,271,0.06276814749970061,0,264,7
96,img_5b91b0038b79183f5c7235e8::yaw_minus_35,carport,0.2217,6.35,0,nan,nan,0,nan,False,0,0,,,,,3703,1413,-0.31137604937853425,86,285,737,0,0,,,,,3703,787,-0.3788961159034594,1,132,523,no_lidar,,,,,,,,,,,,
97,img_d63e075dca6c1af17d7d7f52::yaw_minus_35,interior,0.224,6.39,0,nan,nan,0,nan,False,0,0,,,,,1237,398,-0.45242566887400937,22,63,247,0,0,,,,,1237,29,-3.487180325017622,0,0,29,no_lidar,,,,,,,,,,,,
98,img_8025ffd18b089ef27d299a02::yaw_plus_35,interior,0.2285,6.5,2229,156.1,175.7,0,nan,False,2229,752,-1.7988699820753373,35,0,703,8395,2852,-1.8214450757351246,84,103,2546,2229,109,-3.661624661768829,0,0,109,8395,391,-3.6369483943533867,0,0,391,occluded,,,,,,,,,,,,
99,img_729de0fdc89bc5da6f822671::yaw_plus_35,interior,0.2308,6.54,5077,123.5,176.0,0,nan,False,5077,1730,-1.7298540938030125,64,0,1550,11209,3915,-1.605429893854434,110,161,3460,5077,265,-3.67257610849708,0,0,265,11209,584,-3.6620332611167576,0,0,584,occluded,,,,,,,,,,,,
100,img_b66bfddd418c61e670dc3a5c::yaw_plus_35,interior,0.233,6.64,8312,157.9,177.2,0,nan,False,8312,2717,-1.3327166229371725,153,0,2347,14697,4849,-1.3347099443462698,224,287,4079,8312,744,-3.5617981675247754,0,0,744,14697,1312,-3.5091071488906858,0,0,1312,occluded,,,,,,,,,,,,
101,img_2528134f0c15a2a2a931c0df::yaw_plus_35,interior,0.2353,6.66,10642,166.6,180.9,0,nan,False,10642,3707,-1.2536626195699938,135,39,3193,16962,5928,-1.2042251456806614,215,459,4902,10642,843,-3.6456701532365745,0,0,843,16962,1351,-3.6382779121609374,0,0,1351,occluded,,,,,,,,,,,,
102,img_8cb5b725b7b6ad962fac04a5::yaw_plus_35,interior,0.2376,6.66,11740,158.6,175.5,0,nan,False,11740,4507,-1.330836035691175,194,36,3995,18004,6852,-1.335184055677157,320,565,5673,11740,1015,-3.6829438594279136,0,0,1015,18004,1606,-3.6645188145676424,0,0,1606,occluded,,,,,,,,,,,,
103,img_4fcd6a3db493c1c587d8b3a9::yaw_plus_35,interior,0.2398,6.7,14423,168.0,189.8,0,nan,False,14423,5461,-1.6114117673967545,244,92,4820,20795,7916,-1.8991113722751978,342,486,6774,14423,1200,-3.753265104150231,0,0,1200,20795,1797,-3.735964721810226,0,0,1797,occluded,,,,,,,,,,,,
104,img_d243f0bef95f3ab8666465b0::yaw_plus_35,interior,0.2421,6.68,15670,159.2,190.0,0,nan,False,15670,6392,-2.493975086234869,276,89,5856,21874,8918,-2.3686596555745836,401,441,7882,15670,1486,-3.8168089529147093,0,0,1486,21874,2059,-3.799413148934443,0,0,2059,occluded,,,,,,,,,,,,
105,img_ae76977466c8fa930454864c::yaw_plus_35,interior,0.2443,6.67,17413,165.5,194.0,0,nan,False,17413,7291,-1.701345052711769,391,83,6504,23796,10022,-1.7200917545411274,508,379,8751,17413,1641,-3.894193791631528,0,0,1641,23796,2243,-3.8828039419917664,0,0,2243,occluded,,,,,,,,,,,,
106,img_20a58f5ac4250200235962e2::yaw_plus_35,interior,0.2466,6.73,18366,136.1,165.2,0,nan,False,18366,7773,-1.5870742028028273,543,82,6812,24749,10547,-1.5317342706625103,770,408,8970,18366,1740,-3.985838230571073,0,0,1740,24749,2349,-3.971654863633158,0,0,2349,occluded,,,,,,,,,,,,
107,img_0c5af46cf601f1ba240045ea::yaw_plus_35,interior,0.2489,6.79,19802,154.6,193.7,0,nan,False,19802,8452,-1.3790809872930971,909,90,7131,26156,11173,-1.3857352305177715,1147,384,9244,19802,1816,-4.031631615279521,0,0,1816,26156,2446,-4.013898798706315,0,0,2446,occluded,,,,,,,,,,,,
108,img_575f482e53a2e9d903317aeb::yaw_plus_35,interior,0.2511,6.8,22051,165.9,190.6,0,nan,False,22051,9233,-1.2684857207053764,1097,83,7626,28387,11904,-1.317676222337731,1298,307,9793,22051,1827,-4.246355075423645,0,0,1827,28387,2527,-4.2563303430194654,0,0,2527,occluded,,,,,,,,,,,,
109,img_19b325eb7f251301eb6db660::yaw_plus_35,interior,0.2534,6.86,25206,169.2,192.9,0,nan,False,25206,9881,-1.6426253458202975,1134,98,8330,31760,12444,-1.6135653690938265,1434,300,10298,25206,2901,-4.247134174303169,0,0,2901,31760,3622,-4.233906755493329,0,0,3622,occluded,,,,,,,,,,,,
110,img_1371e2f1b988b88eea55fbdc::yaw_plus_35,interior,0.2602,7.07,26987,172.1,193.1,0,nan,False,26987,11039,-1.4748418053750605,1615,51,9005,33511,13737,-1.4750581802886442,1820,190,11152,26987,2873,-4.632428546628322,0,0,2873,33511,3579,-4.617900749641981,0,0,3579,occluded,,,,,,,,,,,,
111,img_eeceff5515532096691986e5::yaw_plus_35,interior,0.2624,7.25,27039,178.0,197.2,0,nan,False,27039,11075,-1.410849217607761,1722,32,8999,33403,13703,-1.42961993688548,1845,143,11229,27039,3041,-4.737415653673404,0,0,3041,33403,3721,-4.72366781670917,0,0,3721,occluded,,,,,,,,,,,,
112,img_36179b59758015708cbc0529::yaw_plus_35,interior,0.267,7.39,30599,181.3,201.8,0,nan,False,30599,11254,-1.3162266420906934,1529,54,9212,37115,13669,-1.3140115292577201,1711,213,10993,30599,2983,-5.084236486808501,0,0,2983,37115,3584,-5.08080642459614,0,0,3584,occluded,,,,,,,,,,,,
